,brand,color,color_group,gearbox,drive,fuel_type,city,city_group,base_model,car_class,mileage,power_1,power_2,model_popularity,age,generation,is_new,is_restyling,is_pro,is_max,is_premium,price
634,Geely,синий,Холодные,робот,полный,Бензин,Одинцово,Московская область,Atlas,SUV,58 000,1.5,177,132,3.0,1,False,0,1,0,0,2100000.0
635,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3750000.0
636,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Okavango,Other,50 000,1.8,184,7,4.0,1,False,0,0,0,0,1680000.0
637,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,1,2.0,238,319,0.0,1,False,1,0,0,1,3300000.0
638,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,1,1.5,174,124,0.0,1,False,1,0,0,0,2130000.0
639,Chery,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Tiggo,Other,20 000,1.6,190,270,4.0,1,False,0,0,0,0,1550000.0
640,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,1,1.5,174,124,0.0,1,False,1,0,0,0,2130000.0
641,Haval,чёрный,Нейтральные,робот,передний,Бензин,Москва,Москва,F7,Luxury SUV,40 000,1.5,169,21,4.0,1,False,0,0,0,0,1318000.0
642,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,1,2.0,238,319,0.0,1,False,1,0,0,1,3300000.0
643,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,1,1.5,174,124,1.0,1,False,1,0,0,0,2130000.0
644,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Cityray,Other,42,1.5,147,61,1.0,1,False,0,0,0,0,2245000.0
645,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,1,2.0,238,319,0.0,1,False,1,0,0,1,3300000.0
646,Geely,синий,Холодные,автомат,передний,Бензин,Москва,Москва,Emgrand,Sedan,1 267,1.5,122,31,2.0,2,False,0,0,0,0,1790000.0
647,Chery,серебристый,Нейтральные,механика,передний,Бензин,Москва,Москва,Tiggo,Other,72 000,1.5,152,270,5.0,1,False,0,0,0,0,649000.0
648,Geely,жёлтый,Тёплые,автомат,передний,Бензин,Москва,Москва,Atlas,SUV,10 000,1.5,177,132,3.0,1,False,0,1,0,0,1386000.0
649,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,36,2.0,238,319,0.0,1,False,1,0,0,1,4050000.0
650,Chery,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,Tiggo,Other,6 128,1.6,150,270,1.0,1,False,1,1,1,0,2457000.0
651,Chery,чёрный,Нейтральные,механика,передний,Бензин,Вербилки,Города-спутники,Very,Other,136 000,1.5,109,31,14.0,1,False,0,0,0,0,319000.0
652,Chery,белый,Нейтральные,робот,полный,Бензин,Тимохово,Города-спутники,Tiggo,Other,118 706,2.0,197,270,2.0,1,False,0,1,1,0,1550000.0
653,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Исаково,Города-спутники,Atlas,SUV,18 378,2.0,200,132,1.0,2,False,0,0,0,0,2970000.0
654,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,15,1.5,172,124,1.0,1,False,1,0,0,0,2490000.0
655,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,0.0,1,False,1,0,0,1,3400000.0
656,Geely,голубой,Холодные,робот,передний,Бензин,Москва,Москва,Icon,Other,1,1.5,181,80,1.0,1,False,0,0,0,0,2699999.0
657,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Jiaji L,Other,10,1.5,181,54,1.0,1,False,1,0,0,0,2699999.0
658,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,1.0,1,False,1,0,0,1,3590000.0
659,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3830000.0
660,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3830000.0
661,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Boyue Cool,Other,5 000,1.5,174,47,1.0,1,False,0,0,0,0,1750000.0
662,Geely,фиолетовый,Экзотические,робот,передний,Бензин,Московский,Города-спутники,Coolray,Crossover,3 000,1.5,174,124,3.0,1,False,1,0,0,0,1600000.0
663,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3750000.0
664,Geely,серебристый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,10,1.5,147,124,1.0,1,False,1,0,0,0,2400000.0
665,Chery,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Tiggo,Other,20 000,1.6,190,270,4.0,1,False,0,0,0,0,1550000.0
666,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,1,1.5,174,124,0.0,1,False,1,0,0,0,2130000.0
667,Haval,чёрный,Нейтральные,робот,передний,Бензин,Москва,Москва,F7,Luxury SUV,40 000,1.5,169,21,4.0,1,False,0,0,0,0,1318000.0
668,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,1,2.0,238,319,0.0,1,False,1,0,0,1,3300000.0
669,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,1,1.5,174,124,1.0,1,False,1,0,0,0,2130000.0
670,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,35 120,2.0,238,319,4.0,1,False,0,0,0,1,2180000.0
671,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,1,1.5,174,124,0.0,1,False,1,0,0,0,2130000.0
672,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Cityray,Other,42,1.5,147,61,1.0,1,False,0,0,0,0,2245000.0
673,Geely,синий,Холодные,автомат,передний,Бензин,Москва,Москва,Emgrand,Sedan,1 267,1.5,122,31,2.0,2,False,0,0,0,0,1790000.0
674,Chery,серебристый,Нейтральные,механика,передний,Бензин,Москва,Москва,Tiggo,Other,72 000,1.5,152,270,5.0,1,False,0,0,0,0,649000.0
675,Geely,жёлтый,Тёплые,автомат,передний,Бензин,Москва,Москва,Atlas,SUV,10 000,1.5,177,132,3.0,1,False,0,1,0,0,1386000.0
676,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,36,2.0,238,319,0.0,1,False,1,0,0,1,4050000.0
677,Chery,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,Tiggo,Other,6 128,1.6,150,270,1.0,1,False,1,1,1,0,2457000.0
678,Chery,чёрный,Нейтральные,механика,передний,Бензин,Вербилки,Города-спутники,Very,Other,136 000,1.5,109,31,14.0,1,False,0,0,0,0,319000.0
679,Chery,белый,Нейтральные,робот,полный,Бензин,Тимохово,Города-спутники,Tiggo,Other,118 706,2.0,197,270,2.0,1,False,0,1,1,0,1550000.0
680,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Исаково,Города-спутники,Atlas,SUV,18 378,2.0,200,132,1.0,2,False,0,0,0,0,2970000.0
681,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,15,1.5,172,124,1.0,1,False,1,0,0,0,2490000.0
682,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,0.0,1,False,1,0,0,1,3400000.0
683,Geely,голубой,Холодные,робот,передний,Бензин,Москва,Москва,Icon,Other,1,1.5,181,80,1.0,1,False,0,0,0,0,2699999.0
684,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Jiaji L,Other,10,1.5,181,54,1.0,1,False,1,0,0,0,2699999.0
685,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,1.0,1,False,1,0,0,1,3590000.0
686,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3830000.0
687,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3830000.0
688,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Boyue Cool,Other,5 000,1.5,174,47,1.0,1,False,0,0,0,0,1750000.0
689,Geely,фиолетовый,Экзотические,робот,передний,Бензин,Московский,Города-спутники,Coolray,Crossover,3 000,1.5,174,124,3.0,1,False,1,0,0,0,1600000.0
690,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3750000.0
691,Geely,серебристый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,10,1.5,147,124,1.0,1,False,1,0,0,0,2400000.0
692,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Cityray,Other,42,1.5,147,61,1.0,1,False,0,0,0,0,2245000.0
693,Geely,синий,Холодные,робот,полный,Бензин,Одинцово,Московская область,Atlas,SUV,58 000,1.5,177,132,3.0,1,False,0,1,0,0,2100000.0
694,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,36,2.0,238,319,0.0,1,False,1,0,0,1,4050000.0
695,Chery,серебристый,Нейтральные,механика,передний,Бензин,Москва,Москва,Tiggo,Other,72 000,1.5,152,270,5.0,1,False,0,0,0,0,649000.0
696,Geely,жёлтый,Тёплые,автомат,передний,Бензин,Москва,Москва,Atlas,SUV,10 000,1.5,177,132,3.0,1,False,0,1,0,0,1386000.0
697,Chery,серый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,81 758,1.5,113,270,3.0,1,False,1,0,0,0,1046000.0
698,Chery,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,Tiggo,Other,6 128,1.6,150,270,1.0,1,False,1,1,1,0,2457000.0
699,Chery,белый,Нейтральные,робот,полный,Бензин,Тимохово,Города-спутники,Tiggo,Other,118 706,2.0,197,270,2.0,1,False,0,1,1,0,1550000.0
700,Chery,серебристый,Нейтральные,робот,передний,Бензин,Королёв,Московская область,Tiggo,Other,16 000,1.5,147,270,3.0,1,False,0,1,0,0,1840000.0
701,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Boyue Cool,Other,5 000,1.5,174,47,1.0,1,False,0,0,0,0,1750000.0
702,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Jiaji L,Other,10,1.5,181,54,1.0,1,False,1,0,0,0,2699999.0
703,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,1.0,1,False,1,0,0,1,3590000.0
704,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Icon,Other,1,1.5,181,80,1.0,1,False,0,0,0,0,2699999.0
705,Geely,синий,Холодные,робот,полный,Бензин,Одинцово,Московская область,Atlas,SUV,58 000,1.5,177,132,3.0,1,False,0,1,0,0,2100000.0
706,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3750000.0
707,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Cityray,Other,42,1.5,147,61,1.0,1,False,0,0,0,0,2245000.0
708,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,36,2.0,238,319,0.0,1,False,1,0,0,1,4050000.0
709,Chery,серебристый,Нейтральные,механика,передний,Бензин,Москва,Москва,Tiggo,Other,72 000,1.5,152,270,5.0,1,False,0,0,0,0,649000.0
710,Geely,жёлтый,Тёплые,автомат,передний,Бензин,Москва,Москва,Atlas,SUV,10 000,1.5,177,132,3.0,1,False,0,1,0,0,1386000.0
711,Chery,серый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,81 758,1.5,113,270,3.0,1,False,1,0,0,0,1046000.0
712,Chery,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,Tiggo,Other,6 128,1.6,150,270,1.0,1,False,1,1,1,0,2457000.0
713,Chery,белый,Нейтральные,робот,полный,Бензин,Тимохово,Города-спутники,Tiggo,Other,118 706,2.0,197,270,2.0,1,False,0,1,1,0,1550000.0
714,Chery,серебристый,Нейтральные,робот,передний,Бензин,Королёв,Московская область,Tiggo,Other,16 000,1.5,147,270,3.0,1,False,0,1,0,0,1840000.0
715,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Boyue Cool,Other,5 000,1.5,174,47,1.0,1,False,0,0,0,0,1750000.0
716,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Jiaji L,Other,10,1.5,181,54,1.0,1,False,1,0,0,0,2699999.0
717,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,1.0,1,False,1,0,0,1,3590000.0
718,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Icon,Other,1,1.5,181,80,1.0,1,False,0,0,0,0,2699999.0
719,Geely,синий,Холодные,робот,полный,Бензин,Одинцово,Московская область,Atlas,SUV,58 000,1.5,177,132,3.0,1,False,0,1,0,0,2100000.0
720,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3750000.0
721,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,1,1.5,174,124,0.0,1,False,1,0,0,0,2130000.0
722,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,1,2.0,238,319,0.0,1,False,1,0,0,1,3732000.0
723,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,1,1.5,174,124,1.0,1,False,1,0,0,0,2130000.0
724,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,1,2.0,238,319,0.0,1,False,1,0,0,1,3300000.0
725,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Cityray,Other,42,1.5,147,61,1.0,1,False,0,0,0,0,2245000.0
726,Geely,синий,Холодные,автомат,передний,Бензин,Москва,Москва,Emgrand,Sedan,1 267,1.5,122,31,2.0,2,False,0,0,0,0,1790000.0
727,Chery,серебристый,Нейтральные,механика,передний,Бензин,Москва,Москва,Tiggo,Other,72 000,1.5,152,270,5.0,1,False,0,0,0,0,649000.0
728,Geely,жёлтый,Тёплые,автомат,передний,Бензин,Москва,Москва,Atlas,SUV,10 000,1.5,177,132,3.0,1,False,0,1,0,0,1386000.0
729,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,36,2.0,238,319,0.0,1,False,1,0,0,1,4050000.0
730,Chery,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,Tiggo,Other,6 128,1.6,150,270,1.0,1,False,1,1,1,0,2457000.0
731,Chery,чёрный,Нейтральные,механика,передний,Бензин,Вербилки,Города-спутники,Very,Other,136 000,1.5,109,31,14.0,1,False,0,0,0,0,319000.0
732,Chery,белый,Нейтральные,робот,полный,Бензин,Тимохово,Города-спутники,Tiggo,Other,118 706,2.0,197,270,2.0,1,False,0,1,1,0,1550000.0
733,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Исаково,Города-спутники,Atlas,SUV,18 378,2.0,200,132,1.0,2,False,0,0,0,0,2970000.0
734,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,15,1.5,172,124,1.0,1,False,1,0,0,0,2490000.0
735,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,0.0,1,False,1,0,0,1,3400000.0
736,Geely,голубой,Холодные,робот,передний,Бензин,Москва,Москва,Icon,Other,1,1.5,181,80,1.0,1,False,0,0,0,0,2699999.0
737,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Jiaji L,Other,10,1.5,181,54,1.0,1,False,1,0,0,0,2699999.0
738,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,1.0,1,False,1,0,0,1,3590000.0
739,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3830000.0
740,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3830000.0
741,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Boyue Cool,Other,5 000,1.5,174,47,1.0,1,False,0,0,0,0,1750000.0
742,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Icon,Other,10,1.5,181,80,1.0,1,False,0,0,0,0,2699999.0
743,Geely,фиолетовый,Экзотические,робот,передний,Бензин,Московский,Города-спутники,Coolray,Crossover,3 000,1.5,174,124,3.0,1,False,1,0,0,0,1600000.0
744,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3750000.0
745,Geely,серебристый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,10,1.5,147,124,1.0,1,False,1,0,0,0,2400000.0
746,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Cityray,Other,42,1.5,147,61,1.0,1,False,0,0,0,0,2245000.0
747,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,36,2.0,238,319,0.0,1,False,1,0,0,1,4050000.0
748,Chery,серебристый,Нейтральные,механика,передний,Бензин,Москва,Москва,Tiggo,Other,72 000,1.5,152,270,5.0,1,False,0,0,0,0,649000.0
749,Geely,жёлтый,Тёплые,автомат,передний,Бензин,Москва,Москва,Atlas,SUV,10 000,1.5,177,132,3.0,1,False,0,1,0,0,1386000.0
750,Chery,серый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,81 758,1.5,113,270,3.0,1,False,1,0,0,0,1046000.0
751,Chery,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,Tiggo,Other,6 128,1.6,150,270,1.0,1,False,1,1,1,0,2457000.0
752,Chery,белый,Нейтральные,робот,полный,Бензин,Тимохово,Города-спутники,Tiggo,Other,118 706,2.0,197,270,2.0,1,False,0,1,1,0,1550000.0
753,Chery,серебристый,Нейтральные,робот,передний,Бензин,Королёв,Московская область,Tiggo,Other,16 000,1.5,147,270,3.0,1,False,0,1,0,0,1840000.0
754,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Boyue Cool,Other,5 000,1.5,174,47,1.0,1,False,0,0,0,0,1750000.0
755,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Jiaji L,Other,10,1.5,181,54,1.0,1,False,1,0,0,0,2699999.0
756,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,1.0,1,False,1,0,0,1,3590000.0
757,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Icon,Other,1,1.5,181,80,1.0,1,False,0,0,0,0,2699999.0
758,Geely,синий,Холодные,робот,полный,Бензин,Одинцово,Московская область,Atlas,SUV,58 000,1.5,177,132,3.0,1,False,0,1,0,0,2100000.0
759,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3750000.0
760,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,1,1.5,174,124,1.0,1,False,1,0,0,0,2130000.0
761,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,1,2.0,238,319,0.0,1,False,1,0,0,1,3300000.0
762,Geely,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Vision X3,Other,43 270,1.5,109,4,4.0,1,False,1,0,0,0,1003000.0
763,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Cityray,Other,42,1.5,147,61,1.0,1,False,0,0,0,0,2245000.0
764,Geely,синий,Холодные,автомат,передний,Бензин,Москва,Москва,Emgrand,Sedan,1 267,1.5,122,31,2.0,2,False,0,0,0,0,1790000.0
765,Chery,серебристый,Нейтральные,механика,передний,Бензин,Москва,Москва,Tiggo,Other,72 000,1.5,152,270,5.0,1,False,0,0,0,0,649000.0
766,Geely,жёлтый,Тёплые,автомат,передний,Бензин,Москва,Москва,Atlas,SUV,10 000,1.5,177,132,3.0,1,False,0,1,0,0,1386000.0
767,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,36,2.0,238,319,0.0,1,False,1,0,0,1,4050000.0
768,Chery,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,Tiggo,Other,6 128,1.6,150,270,1.0,1,False,1,1,1,0,2457000.0
769,Haval,чёрный,Нейтральные,робот,передний,Бензин,Москва,Москва,Jolion,Crossover,18 693,1.5,143,32,2.0,1,False,0,0,0,0,1688000.0
770,Chery,чёрный,Нейтральные,механика,передний,Бензин,Вербилки,Города-спутники,Very,Other,136 000,1.5,109,31,14.0,1,False,0,0,0,0,319000.0
771,Chery,белый,Нейтральные,робот,полный,Бензин,Тимохово,Города-спутники,Tiggo,Other,118 706,2.0,197,270,2.0,1,False,0,1,1,0,1550000.0
772,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Исаково,Города-спутники,Atlas,SUV,18 378,2.0,200,132,1.0,2,False,0,0,0,0,2970000.0
773,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,15,1.5,172,124,1.0,1,False,1,0,0,0,2490000.0
774,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,0.0,1,False,1,0,0,1,3400000.0
775,Geely,голубой,Холодные,робот,передний,Бензин,Москва,Москва,Icon,Other,1,1.5,181,80,1.0,1,False,0,0,0,0,2699999.0
776,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Jiaji L,Other,10,1.5,181,54,1.0,1,False,1,0,0,0,2699999.0
777,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,1.0,1,False,1,0,0,1,3590000.0
778,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3830000.0
779,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3830000.0
780,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Boyue Cool,Other,5 000,1.5,174,47,1.0,1,False,0,0,0,0,1750000.0
781,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Icon,Other,10,1.5,181,80,1.0,1,False,0,0,0,0,2699999.0
782,Geely,фиолетовый,Экзотические,робот,передний,Бензин,Московский,Города-спутники,Coolray,Crossover,3 000,1.5,174,124,3.0,1,False,1,0,0,0,1600000.0
783,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3750000.0
784,Geely,серебристый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,10,1.5,147,124,1.0,1,False,1,0,0,0,2400000.0
785,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,1,2.0,238,319,0.0,1,False,1,0,0,1,3300000.0
786,Geely,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Vision X3,Other,43 270,1.5,109,4,4.0,1,False,1,0,0,0,1003000.0
787,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,26 000,1.5,156,270,4.0,2,False,0,0,0,0,1300000.0
788,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Cityray,Other,42,1.5,147,61,1.0,1,False,0,0,0,0,2245000.0
789,Geely,синий,Холодные,автомат,передний,Бензин,Москва,Москва,Emgrand,Sedan,1 267,1.5,122,31,2.0,2,False,0,0,0,0,1790000.0
790,Chery,серебристый,Нейтральные,механика,передний,Бензин,Москва,Москва,Tiggo,Other,72 000,1.5,152,270,5.0,1,False,0,0,0,0,649000.0
791,Geely,жёлтый,Тёплые,автомат,передний,Бензин,Москва,Москва,Atlas,SUV,10 000,1.5,177,132,3.0,1,False,0,1,0,0,1386000.0
792,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,36,2.0,238,319,0.0,1,False,1,0,0,1,4050000.0
793,Chery,чёрный,Нейтральные,робот,полный,Бензин,Москва,Москва,Tiggo,Other,6 128,1.6,150,270,1.0,1,False,1,1,1,0,2457000.0
794,Haval,чёрный,Нейтральные,робот,передний,Бензин,Москва,Москва,Jolion,Crossover,18 693,1.5,143,32,2.0,1,False,0,0,0,0,1688000.0
795,Chery,чёрный,Нейтральные,механика,передний,Бензин,Вербилки,Города-спутники,Very,Other,136 000,1.5,109,31,14.0,1,False,0,0,0,0,319000.0
796,Chery,белый,Нейтральные,робот,полный,Бензин,Тимохово,Города-спутники,Tiggo,Other,118 706,2.0,197,270,2.0,1,False,0,1,1,0,1550000.0
797,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Исаково,Города-спутники,Atlas,SUV,18 378,2.0,200,132,1.0,2,False,0,0,0,0,2970000.0
798,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Coolray,Crossover,15,1.5,172,124,1.0,1,False,1,0,0,0,2490000.0
799,Geely,серый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,0.0,1,False,1,0,0,1,3400000.0
800,Geely,голубой,Холодные,робот,передний,Бензин,Москва,Москва,Icon,Other,1,1.5,181,80,1.0,1,False,0,0,0,0,2699999.0
801,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Jiaji L,Other,10,1.5,181,54,1.0,1,False,1,0,0,0,2699999.0
802,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,5,2.0,238,319,1.0,1,False,1,0,0,1,3590000.0
803,Geely,чёрный,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3830000.0
804,Geely,серебристый,Нейтральные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3830000.0
805,Geely,белый,Нейтральные,робот,передний,Бензин,Москва,Москва,Boyue Cool,Other,5 000,1.5,174,47,1.0,1,False,0,0,0,0,1750000.0
806,Geely,серый,Нейтральные,робот,передний,Бензин,Москва,Москва,Icon,Other,10,1.5,181,80,1.0,1,False,0,0,0,0,2699999.0
807,Geely,фиолетовый,Экзотические,робот,передний,Бензин,Московский,Города-спутники,Coolray,Crossover,3 000,1.5,174,124,3.0,1,False,1,0,0,0,1600000.0
808,Geely,зелёный,Холодные,автомат,полный,Бензин,Москва,Москва,Monjaro,Crossover,10,2.0,238,319,0.0,1,False,1,0,0,1,3750000.0
